LncRNA name	MiRNA name 	Gene name	Disease(TCGA)	Activity score
SNHG22	hsa-miR-200c-3p	FHOD1	LUAD	0.141408971882641
RP11-446H18.5	hsa-miR-96-5p	SLC1A1	LUAD	0.141393590957556
FTX	hsa-miR-200c-3p	NCAM1	LUAD	0.14136391406022
PINK1-AS	hsa-miR-182-5p	RECK	LUAD	0.141334945939862
ITGA9-AS1	hsa-miR-20a-5p	MDM2	LUAD	0.141181886122207
AC003991.3	hsa-miR-9-5p	CCND1	LUAD	0.141084474527021
BCDIN3D-AS1	hsa-miR-378a-3p	KSR1	LUAD	0.141005753352557
AC104134.2	hsa-miR-221-3p	HMGXB4	LUAD	0.140777393022196
PRKCA-AS1	hsa-miR-205-5p	INPPL1	LUAD	0.140677258328164
RUSC1-AS1	hsa-miR-330-3p	E2F1	LUAD	0.140573939753978
NORAD	hsa-miR-106b-5p	APP	LUAD	0.140539036096631
LINC01619	hsa-miR-181b-5p	NLK	LUAD	0.140527657668804
DHRS4-AS1	hsa-miR-378a-5p	TUSC2	LUAD	0.140481140969314
RP11-1260E13.4	hsa-miR-1226-3p	MUC1	LUAD	0.140479521411746
LINC01619	hsa-miR-181b-5p	BCL2L11	LUAD	0.140453402652471
AC009506.1	hsa-miR-15b-3p	CCND3	LUAD	0.140319159265005
LINC01619	hsa-miR-181b-5p	CDX2	LUAD	0.140294043261786
CCAT1	hsa-miR-96-5p	GSK3B	LUAD	0.140010813908214
RP11-727A23.5	hsa-let-7e-5p	WNT1	LUAD	0.139954292442047
LRRC75A-AS1	hsa-miR-145-5p	APH1A	LUAD	0.139852704339766
ALMS1-IT1	hsa-miR-181a-5p	SIRT1	LUAD	0.139798197818658
RP11-793H13.3	hsa-miR-9-5p	CXCR4	LUAD	0.139780108018851
CTD-2337I7.1	hsa-miR-31-5p	MPRIP	LUAD	0.139703506639022
AC009506.1	hsa-miR-15b-3p	SIRT4	LUAD	0.139642663795545
AC009133.12	hsa-miR-31-5p	SGPP2	LUAD	0.139570744768154
AC093627.10	hsa-miR-25-3p	RECK	LUAD	0.1392897578432
CCDC18-AS1	hsa-let-7a-5p	WNT1	LUAD	0.139156046332469
LINC01105	hsa-miR-149-5p	SP1	LUAD	0.139089973743977
FTX	hsa-miR-200c-3p	NTF3	LUAD	0.138684932742768
ENTPD1-AS1	hsa-miR-15a-3p	BMI1	LUAD	0.138601164398429
ZNF674-AS1	hsa-miR-23a-3p	HMGB2	LUAD	0.138535563218978
C1RL-AS1	hsa-miR-16-5p	IGF1R	LUAD	0.138479788990181
CATIP-AS2	hsa-miR-15a-5p	RECK	LUAD	0.138068986229148
C1RL-AS1	hsa-miR-195-5p	KIAA0100	LUAD	0.137941767218189
RP11-136O12.2	hsa-miR-217	EZH2	LUAD	0.137920779292357
RP11-817O13.8	hsa-miR-370-3p	MGMT	LUAD	0.137811327031465
RP11-96K19.2	hsa-miR-148a-3p	ROCK1	LUAD	0.137598927057557
U47924.31	hsa-miR-326	NOB1	LUAD	0.137598451035538
AC003991.3	hsa-miR-9-5p	NRP1	LUAD	0.137541905129811
RP11-156E6.1	hsa-miR-221-3p	BMF	LUAD	0.137505502635402
CKMT2-AS1	hsa-miR-130b-3p	SMAD4	LUAD	0.137355472420124
CCDC18-AS1	hsa-let-7e-5p	EZH2	LUAD	0.137309272761573
EIF3J-AS1	hsa-miR-27a-3p	SMAD4	LUAD	0.137283320964411
AC003991.3	hsa-miR-9-5p	REST	LUAD	0.137087643599768
RP11-57H12.5	hsa-miR-424-5p	ITPR1	LUAD	0.137055499141219
EIF3J-AS1	hsa-miR-27a-3p	BTG2	LUAD	0.136800818429133
FOXD2-AS1	hsa-let-7g-5p	COL1A2	LUAD	0.136792672278726
OR2A1-AS1	hsa-let-7i-5p	AGO1	LUAD	0.136695217745045
XIST	hsa-miR-7-5p	SIRT2	LUAD	0.136396133439615
SNHG7	hsa-miR-24-3p	STX16	LUAD	0.136346003498767
RP11-57H12.5	hsa-miR-424-5p	MYB	LUAD	0.136326024590855
TUG1	hsa-miR-222-3p	SSX2IP	LUAD	0.136316728791066
SNHG15	hsa-miR-26a-5p	SNAI1	LUAD	0.136218435049433
AC007750.5	hsa-miR-361-5p	CXCR6	LUAD	0.136176211085109
FTX	hsa-miR-200c-3p	FHOD1	LUAD	0.136015349001568
RP11-161H23.9	hsa-let-7g-5p	HMGA2	LUAD	0.136010326318461
RP11-363E7.4	hsa-miR-19b-3p	ATXN1	LUAD	0.135617105392562
PINK1-AS	hsa-miR-182-5p	PDCD4	LUAD	0.135518175747273
RP11-96K19.2	hsa-miR-148a-3p	INO80	LUAD	0.135386272967795
SLFNL1-AS1	hsa-miR-550a-5p	CPEB4	LUAD	0.135325403827854
RP5-884C9.2	hsa-miR-331-3p	NRP2	LUAD	0.135243404461335
AC003991.3	hsa-miR-9-5p	CDC14A	LUAD	0.135057351295739
RP11-96K19.2	hsa-miR-148a-3p	ITGB8	LUAD	0.134921474505077
CTB-89H12.4	hsa-miR-590-3p	MACC1	LUAD	0.134713316378894
LINC00894	hsa-miR-2355-3p	ATG12	LUAD	0.134634420502099
CFLAR-AS1	hsa-miR-424-5p	CCND1	LUAD	0.134618180764452
HOTAIRM1	hsa-miR-148b-3p	CYBB	LUAD	0.134604315758241
AC009133.12	hsa-miR-31-5p	MPRIP	LUAD	0.134502516363143
TUG1	hsa-miR-29b-3p	STAT3	LUAD	0.134440095212489
NNT-AS1	hsa-miR-320a	FH	LUAD	0.134387809360449
FTX	hsa-miR-185-5p	EPAS1	LUAD	0.134351165743461
LRRC75A-AS1	hsa-miR-145-5p	PTK2	LUAD	0.134270558016389
RP11-446H18.5	hsa-miR-96-5p	GSK3B	LUAD	0.134139094963852
LINC01128	hsa-let-7d-5p	COL3A1	LUAD	0.134018132413457
KCNQ1OT1	hsa-miR-151a-3p	NTRK3	LUAD	0.133914699393932
PSMA3-AS1	hsa-miR-143-3p	DTNB	LUAD	0.133887214146945
CATIP-AS2	hsa-miR-15a-5p	CADM1	LUAD	0.133878875660297
RP11-378J18.8	hsa-miR-335-5p	RASA1	LUAD	0.133739848180597
RP11-362K14.5	hsa-miR-98-5p	CCND2	LUAD	0.133405064465018
LAMTOR5-AS1	hsa-miR-143-3p	DTNB	LUAD	0.133263026522492
CTD-2337I7.1	hsa-miR-31-5p	SPRY1	LUAD	0.133122309006299
LINC00960	hsa-miR-103a-3p	PTEN	LUAD	0.132803966550866
CCAT1	hsa-miR-96-5p	BDNF	LUAD	0.132707731810618
JPX	hsa-miR-378a-3p	GOLT1A	LUAD	0.132644185655294
C1RL-AS1	hsa-miR-16-5p	RICTOR	LUAD	0.132271584573656
LINC00869	hsa-miR-944	SIAH1	LUAD	0.132228896999572
RP11-161H23.9	hsa-let-7f-5p	KLK6	LUAD	0.132195178018375
GNG12-AS1	hsa-miR-125a-3p	IL23R	LUAD	0.132156765575903
AC003991.3	hsa-miR-9-5p	NOTCH2	LUAD	0.132068074798424
SNHG22	hsa-miR-200c-3p	VAC14	LUAD	0.131966967856249
RP5-1198O20.4	hsa-miR-324-5p	CD274	LUAD	0.131754781924589
AC003991.3	hsa-miR-9-5p	CREB1	LUAD	0.13144616049117
AC003991.3	hsa-miR-9-5p	NFKB1	LUAD	0.131394778498046
SNHG22	hsa-miR-200c-3p	GATA4	LUAD	0.1313112958078
SNHG3	hsa-miR-34c-5p	MYCN	LUAD	0.131236748358695
RP11-69E11.8	hsa-miR-378a-3p	IGF1R	LUAD	0.131097673530676
AC104134.2	hsa-miR-221-3p	CTCF	LUAD	0.130963737320532
DLX6-AS1	hsa-miR-146b-5p	RARB	LUAD	0.130747396060092
SNHG5	hsa-miR-93-5p	ANG	LUAD	0.130513073634643
RP11-45P15.4	hsa-miR-200c-3p	NCAM1	LUAD	0.130456470885524
DPYD-AS1	hsa-miR-103a-3p	PTEN	LUAD	0.130304929983222
LAMTOR5-AS1	hsa-miR-143-3p	CYP2C9	LUAD	0.129695107143582
DLX6-AS1	hsa-miR-146a-5p	SOS1	LUAD	0.129642565918459
LINC-PINT	hsa-miR-149-5p	PTGER2	LUAD	0.129563180043052
ALKBH3-AS1	hsa-miR-9-5p	VIM	LUAD	0.12942336906619
SNHG7	hsa-miR-24-3p	MBD6	LUAD	0.129406127366764
KDM4A-AS1	hsa-let-7e-5p	WNT1	LUAD	0.129165728697468
OIP5-AS1	hsa-miR-25-3p	MAP2K4	LUAD	0.129020471000204
SNHG7	hsa-miR-24-3p	MEN1	LUAD	0.128931145021405
RBMS3-AS2	hsa-miR-92a-1-5p	KLF2	LUAD	0.12888843420123
LINC00910	hsa-miR-939-5p	SLC34A2	LUAD	0.128867297105187
TUG1	hsa-miR-29b-3p	ADAM12	LUAD	0.128785015668764
SNHG3	hsa-miR-34c-5p	CCNE2	LUAD	0.128676754559849
THUMPD3-AS1	hsa-miR-31-5p	RET	LUAD	0.128594837854869
SNHG5	hsa-miR-93-5p	RHOC	LUAD	0.128502142194507
RP11-507K2.6	hsa-miR-142-3p	PTPN23	LUAD	0.128486453285042
NORAD	hsa-miR-106b-5p	CLIC4	LUAD	0.128461792205524
EBLN3P	hsa-miR-944	SIAH1	LUAD	0.128448714733613
RP11-45P15.4	hsa-miR-200c-3p	KLF9	LUAD	0.128348773949779
SNHG22	hsa-miR-200c-3p	PTPN13	LUAD	0.128321155486549
SNHG15	hsa-miR-26a-5p	PRDX3	LUAD	0.128282482473592
LINC01184	hsa-miR-372-3p	ERBB4	LUAD	0.128197024757947
RP5-1198O20.4	hsa-miR-25-3p	KAT2B	LUAD	0.127857443723146
RP11-45P15.4	hsa-miR-200c-3p	PKIA	LUAD	0.12779977372012
CTD-2337I7.1	hsa-miR-31-5p	PRKCE	LUAD	0.127778383286525
LINC01619	hsa-miR-181b-5p	RAP1B	LUAD	0.127618324054142
RP11-656D10.7	hsa-miR-143-3p	MAPK7	LUAD	0.127566832283336
RP1-317E23.3	hsa-miR-27a-5p	GRIA4	LUAD	0.127515196554057
ALKBH3-AS1	hsa-miR-9-5p	NOTCH2	LUAD	0.12744181995655
LINC00525	hsa-miR-338-3p	PKM	LUAD	0.127369212314897
PINK1-AS	hsa-miR-182-5p	PTEN	LUAD	0.127313452516555
RP11-285F7.2	hsa-miR-183-5p	BTRC	LUAD	0.127205930315989
ANKRD10-IT1	hsa-miR-183-5p	PDCD4	LUAD	0.126924058043584
ALMS1-IT1	hsa-miR-181a-5p	E2F5	LUAD	0.126870736774206
SNHG3	hsa-miR-31-5p	RET	LUAD	0.126850740068807
RP5-1198O20.4	hsa-miR-25-3p	LATS2	LUAD	0.126412724359961
CCDC18-AS1	hsa-miR-125a-3p	EZH2	LUAD	0.126350010865613
FLJ46284	hsa-miR-424-5p	EPAS1	LUAD	0.126093017300539
RP11-793H13.8	hsa-miR-939-5p	SLC34A2	LUAD	0.126048325728801
NORAD	hsa-miR-106b-5p	FYN	LUAD	0.125964654791088
GUSBP11	hsa-miR-215-5p	ACVR2B	LUAD	0.125849535337447
AC003991.3	hsa-miR-9-5p	NOTCH1	LUAD	0.125720337737197
TUG1	hsa-miR-29b-3p	TCF7L2	LUAD	0.125506430403532
SNHG7	hsa-miR-24-3p	TNK2	LUAD	0.125500423068805
PINK1-AS	hsa-miR-182-5p	THBS1	LUAD	0.125492463837115
ALMS1-IT1	hsa-miR-181a-5p	TWIST1	LUAD	0.125405760905321
TUG1	hsa-miR-144-3p	EZH2	LUAD	0.125341073012962
LINC01278	hsa-miR-671-5p	CDR1	LUAD	0.12514251418975
LINC01140	hsa-miR-449a	LEF1	LUAD	0.125019737753724
FTX	hsa-miR-148b-5p	MCL1	LUAD	0.124919505914407
VPS9D1-AS1	hsa-miR-23b-3p	FOSL1	LUAD	0.124882650135337
SNHG3	hsa-miR-34c-5p	MAZ	LUAD	0.124636140196797
C1RL-AS1	hsa-miR-16-5p	PRDM4	LUAD	0.124369928254909
PRKCA-AS1	hsa-miR-205-5p	LRRK2	LUAD	0.124234738120629
RP11-363E7.4	hsa-miR-142-5p	SIRT1	LUAD	0.124195728961781
RP3-467L1.4	hsa-miR-18b-5p	FOXN1	LUAD	0.124114030336067
PPP3CB-AS1	hsa-miR-33a-5p	IRS2	LUAD	0.123754057714065
PINK1-AS	hsa-miR-182-5p	CREB5	LUAD	0.123686665100072
PTPRG-AS1	hsa-miR-135a-5p	RBAK	LUAD	0.123357866225577
C1RL-AS1	hsa-miR-16-5p	CLDN2	LUAD	0.123282615581866
LINC00894	hsa-miR-24-3p	SFXN2	LUAD	0.123263449550909
RP11-45P15.4	hsa-miR-200c-3p	ELMO2	LUAD	0.123240816829302
CTC-444N24.8	hsa-miR-29b-1-5p	COL5A1	LUAD	0.123097950376364
LINC00907	hsa-miR-183-5p	PDCD4	LUAD	0.123085276776027
RP11-617F23.2	hsa-miR-92a-1-5p	KLF2	LUAD	0.122765687919493
LINC01140	hsa-miR-449a	ADAM10	LUAD	0.122544265339157
CFLAR-AS1	hsa-miR-424-5p	NFIA	LUAD	0.122434759377302
FLJ46284	hsa-miR-424-5p	TGFBR3	LUAD	0.122151495673035
RP11-362K14.5	hsa-miR-98-5p	CTNND1	LUAD	0.121874704894911
RP11-45P15.4	hsa-miR-200c-3p	HOXB5	LUAD	0.121651065606378
RP11-983P16.4	hsa-miR-188-5p	GREM2	LUAD	0.121521642932037
CCDC18-AS1	hsa-miR-326	CD274	LUAD	0.121427216765238
RP11-431M7.3	hsa-miR-106b-3p	PTEN	LUAD	0.121055704557962
RP11-45P15.4	hsa-miR-200c-3p	PTEN	LUAD	0.121015376370494
SNHG3	hsa-miR-31-5p	MPRIP	LUAD	0.120952243992379
LINC00960	hsa-miR-107	SALL4	LUAD	0.120889520176785
SCAMP1-AS1	hsa-miR-149-5p	FASLG	LUAD	0.12077678067109
FLJ27354	hsa-miR-19b-1-5p	KDR	LUAD	0.120530243688168
ALMS1-IT1	hsa-miR-181a-5p	DDX3X	LUAD	0.120520517447395
RP11-45P15.4	hsa-miR-200c-3p	VAC14	LUAD	0.120516162612565
RP11-380B4.3	hsa-miR-671-5p	CDR1	LUAD	0.120502447143088
RP11-362K14.5	hsa-let-7a-5p	KRAS	LUAD	0.120488622935155
LINC00960	hsa-miR-107	IL6	LUAD	0.120373131702488
THUMPD3-AS1	hsa-miR-31-5p	C1QTNF9	LUAD	0.120194783075456
XXbac-B461K10.4	hsa-miR-26a-5p	SNAI1	LUAD	0.120155585169128
LINC-PINT	hsa-miR-423-5p	FAM3A	LUAD	0.11994102036537
CTD-2337I7.1	hsa-miR-31-5p	SATB2	LUAD	0.119741308822555
MALAT1	hsa-miR-25-3p	CDH1	LUAD	0.119615140454648
SNHG22	hsa-miR-200c-3p	FLT1	LUAD	0.119149974125395
CATIP-AS2	hsa-miR-15a-5p	YAP1	LUAD	0.119053604973351
RP5-1198O20.4	hsa-miR-25-3p	MDM2	LUAD	0.118966437280423
FLJ46284	hsa-miR-424-5p	AGO1	LUAD	0.118593269929263
FTX	hsa-miR-200c-3p	FLT1	LUAD	0.118496067452104
RP11-161H23.9	hsa-let-7a-5p	WNT1	LUAD	0.118477590570294
AC018890.6	hsa-miR-30c-2-3p	SNAI1	LUAD	0.11800230035005
TRG-AS1	hsa-miR-196a-5p	S100A9	LUAD	0.117874021244794
RP5-1198O20.4	hsa-miR-92b-3p	ITGA6	LUAD	0.117834676965455
RP11-45P15.4	hsa-miR-200c-3p	BCL2	LUAD	0.117703593823075
CTD-2337I7.1	hsa-miR-31-5p	MMP16	LUAD	0.11763807497028
OIP5-AS1	hsa-miR-25-3p	FBXW7	LUAD	0.117596225819014
SNHG7	hsa-miR-24-3p	POLD1	LUAD	0.11756687205776
ATP1A1-AS1	hsa-miR-132-3p	IRAK4	LUAD	0.117355668984664
PSMB8-AS1	hsa-miR-589-5p	MAP3K8	LUAD	0.117086675614847
FTX	hsa-miR-200c-3p	ELMO2	LUAD	0.117027554583208
AC009133.12	hsa-miR-31-5p	SPRED2	LUAD	0.116887529985237
RP11-446H18.5	hsa-miR-96-5p	SLC6A6	LUAD	0.116698962421829
SNHG4	hsa-miR-98-5p	NCOA3	LUAD	0.116483520778389
DLX6-AS1	hsa-miR-146b-5p	SLC5A5	LUAD	0.116383741612872
SNHG7	hsa-miR-24-3p	SFXN2	LUAD	0.116268733243143
RP11-161H23.9	hsa-let-7g-5p	AKT2	LUAD	0.116227202535223
LINC00960	hsa-miR-107	HIF1A	LUAD	0.116136007899699
AC004069.2	hsa-miR-215-5p	ACVR2B	LUAD	0.115953962840526
ALMS1-IT1	hsa-miR-181a-5p	FLT1	LUAD	0.115826622603838
LINC00893	hsa-miR-18b-5p	FOXN1	LUAD	0.11577812741075
HOTAIR	hsa-miR-29a-5p	SPARC	LUAD	0.115446126740669
CFLAR-AS1	hsa-miR-424-5p	EPAS1	LUAD	0.11531183307771
C1RL-AS1	hsa-miR-16-5p	SOX6	LUAD	0.114543577328634
RNASEH1-AS1	hsa-miR-218-5p	SH3GL1	LUAD	0.114450743261525
RP11-45P15.4	hsa-miR-200c-3p	SH3PXD2A	LUAD	0.114401607580913
RP11-96K19.2	hsa-miR-148a-3p	ACVR1	LUAD	0.114396469700684
RP5-997D16.2	hsa-miR-378a-3p	IGF1R	LUAD	0.113836113208154
PRKCA-AS1	hsa-miR-205-5p	CCNJ	LUAD	0.113810179509905
MALAT1	hsa-miR-25-3p	LATS2	LUAD	0.113638566512035
ELOA-AS1	hsa-miR-214-3p	PSMD10	LUAD	0.113607855288888
LINC00960	hsa-miR-107	VEGFA	LUAD	0.113433568332725
TUG1	hsa-miR-29b-3p	COL1A1	LUAD	0.112495829092687
PRKCA-AS1	hsa-miR-205-5p	SMAD4	LUAD	0.112308630857353
RP11-96K19.2	hsa-miR-148a-3p	NRP1	LUAD	0.11211644435509
FLJ46284	hsa-miR-424-5p	CCND1	LUAD	0.112016202965639
FLJ46284	hsa-miR-424-5p	FOXO1	LUAD	0.111884648993994
LRRC75A-AS1	hsa-miR-145-5p	MSH3	LUAD	0.111712216344391
EIF3J-AS1	hsa-miR-27a-3p	CNOT7	LUAD	0.11148726399618
AC009133.12	hsa-miR-149-5p	FASLG	LUAD	0.111485829340009
AC003991.3	hsa-miR-9-5p	BACE1	LUAD	0.111447208224076
LINC00894	hsa-miR-24-3p	POLD1	LUAD	0.110963343460162
RP11-933H2.4	hsa-miR-214-3p	ING4	LUAD	0.110836131614094
CTD-2337I7.1	hsa-miR-31-5p	SLC1A2	LUAD	0.110731045321346
LINC-PINT	hsa-miR-149-5p	FASLG	LUAD	0.110429657855924
MALAT1	hsa-miR-25-3p	SMAD7	LUAD	0.110412689807632
RP11-507K2.6	hsa-miR-142-3p	PRKCA	LUAD	0.110212479531885
THUMPD3-AS1	hsa-miR-31-5p	SLC1A2	LUAD	0.110204589363044
PINK1-AS	hsa-miR-182-5p	FBXW7	LUAD	0.110124280004241
KRT7-AS	hsa-miR-372-3p	ERBB4	LUAD	0.109696751406083
SNHG3	hsa-miR-34c-5p	TGIF2	LUAD	0.109594901887223
RP11-45P15.4	hsa-miR-200c-3p	PTPN13	LUAD	0.108524700394691
RP11-1007O24.3	hsa-miR-222-3p	DICER1	LUAD	0.108429361878352
PINK1-AS	hsa-miR-182-5p	TCEAL7	LUAD	0.107707476326157
XXbac-B461K10.4	hsa-miR-26a-5p	GDAP1	LUAD	0.107527009154495
AC009133.12	hsa-miR-31-5p	SLC1A2	LUAD	0.106468942486486
EIF3J-AS1	hsa-miR-27a-3p	HMGCR	LUAD	0.105095127865718
LRRC75A-AS1	hsa-miR-145-5p	MAP2K6	LUAD	0.104919659536171
XXbac-BPG252P9.9	hsa-miR-33b-3p	HMGA2	LUAD	0.104855183936742
FLJ46284	hsa-miR-424-5p	KDM5B	LUAD	0.104800679972611
ELOA-AS1	hsa-miR-214-3p	EZH2	LUAD	0.10330086151516
AC009506.1	hsa-miR-15b-3p	RECK	LUAD	0.103084788589219
PWAR6	hsa-miR-379-5p	PTK2	LUAD	0.102994881537529
PPP3CB-AS1	hsa-miR-33a-5p	CPT1A	LUAD	0.101843810366117
TMEM147-AS1	hsa-miR-221-3p	BMF	LUAD	0.101751724166103
NNT-AS1	hsa-miR-320a	ARPP19	LUAD	0.101391613579362
XXbac-BPG252P9.9	hsa-miR-33b-3p	TWIST1	LUAD	0.101200322373798
DPYD-AS1	hsa-miR-103a-3p	CAV1	LUAD	0.100913186610905
RP4-651E10.4	hsa-let-7e-5p	WNT1	LUAD	0.100193496507271
LRRC75A-AS1	hsa-miR-145-5p	ERBB3	LUAD	0.0999635513717066
NUTM2B-AS1	hsa-miR-15b-5p	VEGFA	LUAD	0.0994609647899349
RP4-561L24.3	hsa-miR-423-5p	FAM3A	LUAD	0.0991937942447583
RP11-2E11.9	hsa-miR-134-5p	STAT5B	LUAD	0.0989645937150508
RP5-1198O20.4	hsa-miR-25-3p	SMAD7	LUAD	0.0987935472748009
PRKCA-AS1	hsa-miR-205-5p	NCOR2	LUAD	0.0952934696444222
DLX6-AS1	hsa-miR-146a-5p	COPS8	LUAD	0.0945105533136284
KCNQ1OT1	hsa-miR-151a-3p	IL12RB2	LUAD	0.0940913060329552
RP11-73M18.8	hsa-miR-148b-3p	MAP3K9	LUSC	0.398616279402362
TRG-AS1	hsa-miR-196b-5p	PIK3CG	LUSC	0.380305159612956
TRG-AS1	hsa-miR-98-5p	CCL5	LUSC	0.380019953017237
TRG-AS1	hsa-miR-196b-5p	CD8A	LUSC	0.379658298906494
C1RL-AS1	hsa-miR-16-5p	NCOR2	LUSC	0.375399111663734
TRG-AS1	hsa-miR-183-5p	ZEB1	LUSC	0.368749405667342
TRG-AS1	hsa-miR-183-5p	RECK	LUSC	0.349719163603038
TUG1	hsa-miR-29a-3p	TET3	LUSC	0.340423413987901
LINC01358	hsa-miR-378a-3p	VIM	LUSC	0.337557498812265
TRG-AS1	hsa-miR-98-5p	IL10	LUSC	0.333705663854787
COL4A2-AS1	hsa-miR-106b-5p	MMP2	LUSC	0.330034270783887
AC074117.10	hsa-let-7b-5p	EZH2	LUSC	0.329277514789652
RP11-588K22.2	hsa-miR-103a-3p	SFRP4	LUSC	0.327108354504253
RP11-16E12.2	hsa-miR-942-5p	SFRP4	LUSC	0.326664613685952
TRG-AS1	hsa-miR-98-5p	CCL2	LUSC	0.322178293938626
TRG-AS1	hsa-miR-183-5p	AKAP12	LUSC	0.3207655903587
TRG-AS1	hsa-miR-196b-5p	TGFBR2	LUSC	0.315444177890183
FLJ46284	hsa-miR-15b-5p	SMAD7	LUSC	0.315220610371894
SNHG12	hsa-miR-23b-3p	TRAF5	LUSC	0.31474649955957
SLFNL1-AS1	hsa-miR-31-5p	STK40	LUSC	0.312982618276838
LINC01358	hsa-miR-378a-3p	PGR	LUSC	0.311663945892407
LA16c-358B7.3	hsa-miR-331-3p	ING5	LUSC	0.31152314900757
CTC-444N24.11	hsa-miR-26a-1-3p	ABL2	LUSC	0.3104118369842
AC074117.10	hsa-let-7b-5p	CDC25A	LUSC	0.310157644990063
CATIP-AS2	hsa-miR-15b-5p	SMAD7	LUSC	0.310105791515456
DLX6-AS1	hsa-miR-146a-5p	SOX2	LUSC	0.309940102902957
RP11-73M18.8	hsa-miR-148a-3p	MAP3K9	LUSC	0.309717580509658
NEAT1	hsa-miR-23b-3p	VEGFA	LUSC	0.30699050168582
NORAD	hsa-miR-106a-5p	RUNX1	LUSC	0.306388699527448
LINC00856	hsa-miR-301a-3p	TIMP2	LUSC	0.303635442180945
RP11-54O7.3	hsa-miR-185-5p	SMAD7	LUSC	0.301304936436941
HOXA-AS2	hsa-miR-106b-5p	MMP2	LUSC	0.300174632759463
RP11-802E16.3	hsa-miR-130b-3p	IRF1	LUSC	0.297867858853739
AC074117.10	hsa-let-7b-5p	RPIA	LUSC	0.295973879643324
RP5-899E9.1	hsa-miR-98-5p	CCL2	LUSC	0.295604077310051
RP5-899E9.1	hsa-miR-98-5p	IL10	LUSC	0.294675451947472
LINC00869	hsa-miR-944	S100PBP	LUSC	0.294519017829047
SNHG12	hsa-miR-23b-3p	MAP3K14	LUSC	0.294036102554167
RP11-553L6.5	hsa-miR-550a-5p	CPEB4	LUSC	0.293543657614219
AC074117.10	hsa-let-7b-5p	LIN28B	LUSC	0.290541568372121
SNHG16	hsa-let-7a-5p	CDK4	LUSC	0.288100880000381
AC074117.10	hsa-let-7b-5p	IGF2BP1	LUSC	0.2875288890076
CARD8-AS1	hsa-miR-590-5p	TGFBR2	LUSC	0.286956035488668
SNHG12	hsa-miR-331-3p	ING5	LUSC	0.286213412330556
RP11-802E16.3	hsa-miR-130b-3p	CSF1	LUSC	0.28450865626455
SNHG12	hsa-miR-23b-3p	VEGFA	LUSC	0.283172513797547
LAMTOR5-AS1	hsa-miR-143-3p	DNMT3A	LUSC	0.280447572447613
RP11-314B1.2	hsa-miR-130b-3p	MMP2	LUSC	0.280251820998081
RP11-314B1.2	hsa-miR-130b-3p	TP53INP1	LUSC	0.278937634937694
TRG-AS1	hsa-miR-196b-5p	GATA6	LUSC	0.278662379382339
CTD-2240J17.4	hsa-miR-324-5p	ETS1	LUSC	0.277603151829561
AC074117.10	hsa-let-7b-5p	CDC34	LUSC	0.277602781311505
COL4A2-AS1	hsa-miR-106b-5p	SMAD7	LUSC	0.277258085655801
TUG1	hsa-miR-29b-3p	PATZ1	LUSC	0.276524269653426
NEAT1	hsa-miR-23b-3p	TRAF5	LUSC	0.275942408385814
RP11-54O7.3	hsa-miR-185-5p	NTRK3	LUSC	0.275398641282682
RP11-834C11.4	hsa-miR-98-5p	CCL2	LUSC	0.274702494885304
PIK3CD-AS1	hsa-miR-196b-5p	PIK3CG	LUSC	0.274389277243073
C1RL-AS1	hsa-miR-16-5p	VEGFA	LUSC	0.274290115807388
C1RL-AS1	hsa-miR-16-5p	ADORA2A	LUSC	0.274145043920159
RP11-73M18.8	hsa-miR-148a-3p	INO80	LUSC	0.273657899939846
LINC01128	hsa-let-7d-5p	COL3A1	LUSC	0.273111052541894
RP11-314B1.2	hsa-miR-130b-3p	CYLD	LUSC	0.272894382322251
SNHG12	hsa-miR-23a-3p	HIP1R	LUSC	0.272055426579715
SNHG12	hsa-miR-210-3p	ISCU	LUSC	0.271583318206439
KDM4A-AS1	hsa-let-7e-5p	EZH2	LUSC	0.270829859591654
LINC-PINT	hsa-miR-128-1-5p	SNAI1	LUSC	0.270414803112783
AC007750.5	hsa-miR-361-5p	CXCR6	LUSC	0.27012741063289
TUG1	hsa-miR-29b-3p	DNMT3A	LUSC	0.269620626861553
LINC00856	hsa-miR-301a-3p	MEOX2	LUSC	0.269375029172086
SLFNL1-AS1	hsa-miR-143-3p	DNMT3A	LUSC	0.269021845838041
CASC2	hsa-miR-149-5p	PTGER2	LUSC	0.268828571932655
AC108142.1	hsa-miR-224-5p	EDNRA	LUSC	0.268430667403012
C1RL-AS1	hsa-miR-16-5p	IGF1R	LUSC	0.267953126883032
OIP5-AS1	hsa-miR-137	SOX2	LUSC	0.267209773641988
OIP5-AS1	hsa-miR-137	SP1	LUSC	0.267057744230167
LINC01128	hsa-miR-149-5p	MTHFR	LUSC	0.266975159936122
CTD-2369P2.5	hsa-miR-93-5p	TGFBR2	LUSC	0.266924664705537
RP11-588K22.2	hsa-miR-103a-3p	CACNA1C	LUSC	0.266644636809674
TUG1	hsa-miR-29a-3p	DNMT3A	LUSC	0.266365731075108
NEAT1	hsa-miR-23a-3p	HIP1R	LUSC	0.266236662321005
ZBTB20-AS1	hsa-miR-149-5p	FASLG	LUSC	0.265238558357451
RP11-372K14.2	hsa-miR-221-3p	ZEB2	LUSC	0.264696451002801
COL4A2-AS1	hsa-miR-106b-5p	DAB2	LUSC	0.26451222525261
